Domain name,Domain type,Organization name,Suborganization name,City,State,Security contact email
ycfld.gov,County,Yavapai County Free Library District,,Prescott,AZ,ylnsys@yln.info
ycsoaz.gov,County,Yavapai County,,Prescott,AZ,ITS.Cybersecurity@yavapaiaz.gov
yeadonboroughpa.gov,County,Yeadon Borough,,Yeadon,PA,support@waytek.com
yellcosheriffar.gov,County,Yell County Sherrif's Department,,Danville,AR,security@yellcosheriffar.gov
yellcountyar.gov,County,Yell County,,Danville,AR,braxtonlay@gmail.com
yellowstonecountymt.gov,County,Yellowstone County,,Billings,MT,admin@yellowstonecountymt.gov
yolocounty.gov,County,Yolo County,,Woodland,CA,itproduction@yolocounty.org
yorkcounty.gov,County,"County of York, VA",,Yorktown,VA,wyatt@yorkcounty.gov
yorkcountymaine.gov,County,County of York Maine,,Alfred,ME,helpdesk@yorkcountymaine.gov
yorkcountyne.gov,County,York County,,York,NE,jgillespie@yorkcountyne.gov
yorkcountypa.gov,County,County of York,,York,PA,networkingservices@yorkcountypa.gov
yorkcountysc.gov,County,York County Government,,York,SC,Tony.Ellis@yorkcountygov.com
yuba.gov,County,County of Yuba,,Marysville,CA,(blank)
yumacountyaz.gov,County,Yuma County Arizona,,Yuma,AZ,it.security@yumacountyaz.gov
yumacountyco.gov,County,Yuma County Colorado,,Wray,CO,support@teryxinc.com
zapatacountytx.gov,County,Zapata County,,Zapata,TX,renecsi@zapatacountytx.org
zavalacounty.gov,County,Zavala county,,Crystal city,TX,it@zavalacounty.gov
zerowastesonoma.gov,County,Sonoma County Waste Management Agency,,Santa Rosa,CA,zerowastesonoma@sonomacounty.gov
bentoncountyms.gov,County,Benton County Board of Supervisors,,Ashland,MS,brent@bhewebmedia.com
boylecountyky.gov,County,Boyle County Fiscal Court,,DANVILLE,KY,security@boylecountyky.gov
brewstercounty.gov,County,Brewster County,,Alpine,TX,greghenington004@gmail.com
carrollcountyga.gov,County,Carroll County Board of Commissioners,,Carrollton,GA,(blank)
cartertnsheriff.gov,County,Carter County TN Sheriff's Office,,Elizabethton,TN,info@sheriff.cc
cecilcountymd.gov,County,Cecil County Government,,Elkton,MD,ITSecurity@cecilcountymd.gov
cecilsheriffmd.gov,County,Cecil County Sheriff's Office,,Elkton,MD,ITSecurity@cecilcountymd.gov
cecilstatesattorneymd.gov,County,Office of the State's Attorney for Cecil County,,Elkton,MD,ITSecurity@cecilcountymd.gov
chattoogacounty.gov,County,Chattooga County Government,,Summerville,GA,(blank)
eddycountynm.gov,County,Eddy County,,Carlsbad,NM,security@eddycountynm.gov
fresnocountyca.gov,County,County of Fresno,,Clovis,CA,webmaster@fresnocountyca.gov
halecoso.gov,County,HALE COUNTY SHERIFFS OFFICE SUITE 18,,GREENSBORO,AL,(blank)
jeffcowa.gov,County,Jefferson County,,Port Townsend,WA,(blank)
jeffersonvotesfl.gov,County,Jefferson County SOE Office,,Monticello,FL,mmilligan@jeffersonvotesfl.gov
jocomoema.gov,County,Johnson County Missouri Emergency Managment Agency,,Warrensburg,MO,(blank)
kiowacountyks.gov,County,Kiowa County Kansas,,Greensburg,KS,(blank)
leecountyms.gov,County,Lee County MS,,Tupelo,MS,(blank)
leflorecountyok.gov,County,LeFlore County Sheriff Department,,Poteau,OK,frank@crancho.com
marioncountyil.gov,County,Marion County Board,,Salem,IL,countyclerk@marionco.illinois.gov
mcleancountyky.gov,County,McLean County Fiscal Court,,Calhoun,KY,(blank)
morgancocourtsoh.gov,County,Morgan County Common Pleas Court,,McConnelsville,OH,(blank)
ontariocountypublichealth.gov,County,Ontario County Public Health,,Canandaigua,NY,(blank)
ontariocountysheriff.gov,County,Ontario County Sheriff's Office,,Canandaigua,NY,(blank)
parkercountytx.gov,County,Parker County,,Weatherford,TX,it@parkercountytx.com
perrycountyohio.gov,County,Perry County Commissioners,,New Lexington,OH,PCIT@perrycountyohio.gov
portageboropa.gov,County,Portage Borough,,Portage,PA,(blank)
stoddardcountymo.gov,County,Stoddard County,,Bloomfield,MO,(blank)
treasurecountymt.gov,County,Treasure County,,Hysham,MT,info@johnqit.com
alconacounty.gov,County - Election,Alcona County,,Harrisville,MI,public@alconacounty.gov
alexandercountyncvotes.gov,County - Election,Alexander County Board of Elections,,Taylorsville,NC,mjmoose@alexandercountync.gov
allencountyinvoters.gov,County - Election,Allen County,,Fort Wayne,IN,security@allencounty.us
antrimcountymi.gov,County - Election,Antrim County,,Bellaire,MI,it@antrimcountymi.gov
arapahoevotes.gov,County - Election,Arapahoe County,,Littleton,CO,itsecurity@arapahoegov.com
arthurcountyne.gov,County - Election,Arthur County Courthouse,,Arthur,NE,(blank)
bastropvotes.gov,County - Election,Bastrop County,,Bastrop,TX,(blank)
bayfieldcountywi.gov,County - Election,Bayfield County WI,,WASHBURN,WI,(blank)
bayvotesfl.gov,County - Election,Bay County Supervisor of Elections,,Panama City,FL,it@bayvotesfl.gov
beckercountymn.gov,County - Election,Becker County,,Detroit Lakes,MN,help@co.becker.mn.us
bergencountynj.gov,County - Election,The County of Bergen,,Hackensack,NJ,(blank)
berncoclerk.gov,County - Election,Bernalillo County Clerk's Office,,Albuquerque,NM,itsecurityadministrator@bernco.onmicrosoft.com
bouldercountyvotes.gov,County - Election,Boulder County Clerk & Recorder - Elections Division,,Boulder,CO,securityalerts@bouldercounty.gov
branchcounty.gov,County - Election,"County of Branch, MI",,Coldwater,MI,(blank)
brazoriacountyclerktx.gov,County - Election,Brazoria County,,Angleton,TX,joyceh@brazoria-county.com
browardvotes.gov,County - Election,Broward County Supervisor of Elections,,Fort Lauderdale,FL,alerts@browardvotes.gov
brulecounty.gov,County - Election,Brule County,,Chamberlain,SD,(blank)
brunswickncvotes.gov,County - Election,Brunswick County NC,,Bolivia,NC,security@brunswickcountync.gov
bucoks.gov,County - Election,Butler County KS,,El Dorado,KS,DNS_admin@bucoks.com
calcasieuclerk.gov,County - Election,Calcasieu Parish Clerk of Court,,Lake Charles,LA,security@calcasieuclerk.gov
caldwellcosdmo.gov,County - Election,Caldwell County Sheriff Department,,Kingston,MO,(blank)
caldwellky.gov,County - Election,Caldwell County Fiscal Court,,Princeton,KY,(blank)
caribouid.gov,County - Election,"Caribou County, Idaho",,Soda Springs,ID,(blank)
carrollcountyohioelections.gov,County - Election,Carroll County Board of Elections,,Carrollton,OH,carroll@ohiosos.gov
cartercountymt.gov,County - Election,Carter County,,Ekalaka,MT,(blank)
cayugacountyda.gov,County - Election,Cayuga County District Attorney's Office,,Auburn,NY,(blank)
cayugacounty.gov,County - Election,County of Cayuga,,Auburn,NY,it@cayugacounty.us
charlesmixcounty.gov,County - Election,Charles Mix County,,Lake Andes,SD,(blank)
cheyennecountyne.gov,County - Election,Cheyenne County Courthouse,,Sidney,NE,(blank)
chouteaucountymt.gov,County - Election,Chouteau County,,Fort Benton,MT,(blank)
circuitclerkmarioncountyms.gov,County - Election,Marion County Circuit Clerk,,Columbia,MS,circuitclerk@marioncountyms.com
clayelections.gov,County - Election,Clay County Supervisor of Elections,,Green Cove Springs,FL,JKrause@ClayElections.com
clerkjeffcoco.gov,County - Election,Jefferson County Clerk & Recorder,,Golden,CO,(blank)
collier.gov,County - Election,Collier County Board of County Commissioners,,naples,FL,(blank)
contracostavote.gov,County - Election,Contra Costa County Clerk-Recorder-Elections Department,,Martinez,CA,electionsIT@vote.cccounty.us
conwaycounty.gov,County - Election,Conway County,,Morritlon,AR,(blank)
cookcountyclerkil.gov,County - Election,Cook County Clerk,,Chicago,IL,rahul.patel@cookcountyil.gov
coshoctoncounty.gov,County - Election,Coshocton County,,Coshocton,OH,(blank)
dadecountymo.gov,County - Election,Dade County Courthouse,,Greenfield,MO,(blank)
dallascountytx.gov,County - Election,Dallas County,,Dallas,TX,(blank)
delcony.gov,County - Election,Delaware County NY,,Delhi,NY,security@co.delaware.ny.us
dixievotes.gov,County - Election,Dixie County Supervisor of Elections,,Cross City,FL,(blank)
dodgecountywi.gov,County - Election,County of Dodge,,Juneau,WI,netadmin@co.dodge.wi.us
drivejeffcoco.gov,County - Election,Jefferson County Clerk & Recorder,,Golden,CO,(blank)
dundycountyne.gov,County - Election,Dundy County Courthouse,,Benkelman,NE,(blank)
dunklincounty.gov,County - Election,Dunklin County Commission,,Kennett,MO,(blank)
duvalelections.gov,County - Election,Duval County Supervisor of Elections,,Jacksonville,FL,(blank)
elkhartcounty.gov,County - Election,Elkhart County,,Goshen,IN,security@elkhartcounty.com
eriecountycouncilpa.gov,County - Election,County of Erie,,Erie,PA,(blank)
eriecountyohioboe.gov,County - Election,Erie County Board of Elections,,Sandusky,OH,erie@ohiosos.gov
escambiavotes.gov,County - Election,Escambia County Supervisor of Elections,,Pensacola,FL,it@escambiavotes.com
fairfieldcountyohioelections.gov,County - Election,Fairfield County,,Lancaster,OH,brian.plummer@fairfieldcountyohio.gov
falloncountymt.gov,County - Election,Fallon County of Montana,,Baker,MT,fcit@falloncountymt.gov
faribaultcountymn.gov,County - Election,Faribault County,,Blue Earth,MN,(blank)
fayettekyclerk.gov,County - Election,Fayette County Clerk,,Lexington,KY,(blank)
flaglerelections.gov,County - Election,Flagler County Supervisor of Elections,,BUNNELL,FL,zzeigler@flaglerelections.gov
floydcountyin.gov,County - Election,Floyd County Government Indiana IT,,New Albany,IN,(blank)
franklincountyar.gov,County - Election,Franklin County Arkansas,,Ozark,AR,support@hardwyre.com
franklincountyks.gov,County - Election,Franklin County Kansas,,Ottawa,KS,(blank)
franklincountytxelections.gov,County - Election,Franklin County Elections & Voter Registration,,mount vernon,TX,(blank)
fremontcountyclerkco.gov,County - Election,Fremont County Clerk and Recorder's Office,,Canon City,CO,(blank)
fultoncountyilelections.gov,County - Election,Fulton County Illinois,,Lewistown,IL,administrator@fultonco.org
gadsdensoefl.gov,County - Election,Supervisor of Elections,,Quincy,FL,kwilliams@gadsdensoe.com
garfieldcountymt.gov,County - Election,Garfield County,,Jordan,MT,(blank)
garlandcountyarvote.gov,County - Election,Garland County Election Commission,,Hot Springs,AR,ghaley@garlandcounty.org
gilmersheriffga.gov,County - Election,Gilmer County Sheriff's Office,,Ellijay,GA,(blank)
goldenvalleymt.gov,County - Election,Golden Valley County,,Ryegate,MT,(blank)
hamiltonvotesfl.gov,County - Election,Hamilton County Supervisor of Elections,,Jasper,FL,elect@hamiltonvotesfl.gov
hancockcountyohioelections.gov,County - Election,Hancock County Board of Elections,,Findlay,OH,bdelections@co.hancock.oh.us
handcountysd.gov,County - Election,Hand County,,Miller,SD,ddeboer.handcountysd@outlook.com
hansoncountysd.gov,County - Election,Hanson County,,Alexandria,SD,(blank)
hayscountytx.gov,County - Election,Hays County,,San Marcos,TX,itadmin@co.hays.tx.us
hccoky.gov,County - Election,Hardin County Clerk's Office,,Elizabethtown,KY,(blank)
henrycomo.gov,County - Election,Henry County Clerk,,Clinton,MO,(blank)
hernandovotes.gov,County - Election,Hernando County Supervisor of Elections,,Brooksville,FL,HernandoElectionsIT@hernandovotes.gov
hillcountymt.gov,County - Election,Hill County,,Havre,MT,(blank)
holmeselectionsfl.gov,County - Election,Supervisor of Elections,,BONIFAY,FL,barbara@holmeselectionsfl.gov
howellcountymo.gov,County - Election,Howell County,,West Plains,MO,(blank)
hubbardcounty.gov,County - Election,Hubbard County,,Park Rapids,MN,it.group@co.hubbard.mn.us
iowacountywi.gov,County - Election,Iowa County,,Dodgeville,WI,(blank)
jacksoncountyga.gov,County - Election,Jackson County Board Of Commissioners,,Jefferson,GA,itadmin@jacksoncountygov.com
jacksoncountymn.gov,County - Election,Jackson County MN,,Jackson,MN,(blank)
jbcountymt.gov,County - Election,Judith Basin County,,STANFORD,MT,(blank)
jeffersoncountytx.gov,County - Election,Jefferson County,,Beaumont,TX,scott.leblanc@jeffersoncountytx.gov
jerseycountyclerk-il.gov,County - Election,Jersey County Clerk,,Jerseyville,IL,security@jerseycounty-il.gov
jimwellscountyelections.gov,County - Election,Jim Wells County Elections Administration Office,,Alice,TX,jwcithelp@co.jim-wells.tx.us
joincwcmn.gov,County - Election,Crow Wing County,,Brainerd,MN,(blank)
jonescountyiowaelections.gov,County - Election,Jones County Auditor,,Anamosa,IA,it@jonescountyiowa.gov
kankakeecountyclerk.gov,County - Election,Kankakee County Clerk,,Kankakee County Clerk,IL,dhendrickson@k3county.net
keyapahacountyne.gov,County - Election,Keya Paha County Courthouse,,Springview,NE,(blank)
kingcounty.gov,County - Election,King County Information Technology (KCIT),,Seattle,WA,(blank)
klickitatcounty.gov,County - Election,Klickitat County,,Goldendale,WA,(blank)
lakecountymn.gov,County - Election,Lake County Mn,,Two Harbors,MN,(blank)
lakevotes.gov,County - Election,Lake County Supervisor of Elections,,Tavares,FL,hays@lakevotes.gov
landercountynvelections.gov,County - Election,Lander County Elections,,Battle Mountain,NV,(blank)
lanierelections.gov,County - Election,Lanier County Board of Elections,,LAKELAND,GA,(blank)
lapaz.gov,County - Election,La Paz County,,Parker,AZ,(blank)
lavote.gov,County - Election,County of Los Angeles ,,Downey,CA,EDL-CGO-SDCEO@isd.lacounty.gov
lawrencecountyboe-ohio.gov,County - Election,Lawrence County Ohio Board of Elections,,Ironton,OH,ed@lvcs.net
leecountyiowa.gov,County - Election,"Lee County, Iowa",,Fort Madison,IA,(blank)
leonvotes.gov,County - Election,Supervisor of Elections,,Tallahassee,FL,vote@leonvotes.gov
lesliecoclerkky.gov,County - Election,Leslie County Clerks Office,,Hyden,KY,(blank)
lewiscountymo.gov,County - Election,Lewis County Missouri,,Monticello,MO,(blank)
libertycountytx.gov,County - Election,Liberty County,,Liberty,TX,(blank)
lincolncountymn.gov,County - Election,Lincoln County,,Ivanhoe,MN,(blank)
lincolncountywaelections.gov,County - Election,Lincoln County Elections,,Davenport,WA,(blank)
linncountyelections-ia.gov,County - Election,Linn County,,Cedar Rapids,IA,(blank)
logancoarcbec.gov,County - Election,Logan County Election Commission,,Paris,AR,jodawn.carter@yahoo.com
loraincountyengineer.gov,County - Election,Lorain County Engineer,,Elyria,OH,(blank)
loraincountytreasurer.gov,County - Election,Lorain County Treasurer,,Elyria,OH,itcrowd@lcauditor.com
losalamosnm.gov,County - Election,Los Alamos County,,Los Alamos,NM,systems.team@lacnm.us
lucascountyohiovotes.gov,County - Election,Lucas County Board of Elections,,Toledo,OH,lucas@ohiosos.gov
macoupinvotes.gov,County - Election,Macoupin County Board,,Carlinville,IL,domains@illinitechs.com
madisoncountyvotesal.gov,County - Election,Madison County Commission,,Huntsville,AL,ithelpdesk@madisoncountyal.gov
mahnomencounty.gov,County - Election,Mahnomen County,,Mahnomen,MN,(blank)
maricoparecorder.gov,County - Election,Maricopa County Recorders Office,,Pheonxix,AZ,(blank)
mariontnvotes.gov,County - Election,Marion County Election Commission,,Jasper,TN,david.lee.riley@gmail.com
marshallcountymn.gov,County - Election,Marshall County,,Warren,MN,(blank)
martincountymn.gov,County - Election,Martin County,,Fairmont,MN,security@martincountymn.gov
mauicountyvotes.gov,County - Election,"Office of the County Clerk, County of Maui",,Wailuku,HI,(blank)
mcdowellcountyncboe.gov,County - Election,McDowell County Board of Elections,,Marion,NC,rayburn.davis@mcdowellgov.com
mchenrycountyclerkil.gov,County - Election,McHenry County Government Center,,Woodstock,IL,trpatenaude@mchenrycountyil.gov
miamidade.gov,County - Election,Miami Dade County,,Miami,FL,ETSDRemedyDNSIPSec@miamidade.gov
millercountyclerkar.gov,County - Election,Miller County Clerk,,Texarkana,AR,(blank)
mineralcountymt.gov,County - Election,Mineral County,,Superior,MT,(blank)
miottawavotes.gov,County - Election,Ottawa County,,West Olive,MI,noc.alerts@miottawa.org
missoulavotes.gov,County - Election,Missoula County Elections,,Missoula,MT,(blank)
monmouthcountyvotes.gov,County - Election,Clerk of Elections,,Freehold,NJ,(blank)
montcopavotes.gov,County - Election,Montgomery County Pennsylvania,,Norristown,PA,(blank)
montgomeryvotesal.gov,County - Election,Montgomery County Probate Court,,Montgomery,AL,mccsecurity@montgomerycountyal.gov
mooretx.gov,County - Election,Moore County Courthouse,,Dumas,TX,(blank)
moracountysheriff.gov,County - Election,Mora County Sheriff's Office,,Mora,NM,(blank)
morrisoncountymn.gov,County - Election,Morrison County,,Little Falls,MN,security@morrisoncountymn.gov
morrowcountyor.gov,County - Election,Morrow County Government,,Heppner,OR,it@co.morrow.or.us
multnomahvotes.gov,County - Election,Multnomah County Elections,,Portland,OR,dns-admin@multco.us
musselshellcounty.gov,County - Election,Musselshell County,,Roundup,MT,(blank)
napacounty.gov,County - Election,Napa County,,Napa,CA,(blank)
nesscountyks.gov,County - Election,Ness County,,Ness City,KS,(blank)
nezpercecountyelections.gov,County - Election,Nez Perce County Elections,,Lewiston,ID,(blank)
oneidacountynyvotes.gov,County - Election,Oneida County Board of Elections,,Utica,NY,(blank)
osagecountymo.gov,County - Election,Osage County,,Linn,MO,(blank)
osceolacountymi.gov,County - Election,Osceola County,,Reed City,MI,(blank)
palmbeachelections.gov,County - Election,Palm Beach County Supervisor of Elections,,West Palm Beach,FL,luis@votepalmbeach.gov
palmbeachvotes.gov,County - Election,Palm Beach County Supervisor of Elections,,West Palm Beach,FL,luis@votepalmbeach.gov
parkcountymt.gov,County - Election,Park Count MT,,Livingston,MT,(blank)
pascovotes.gov,County - Election,Pasco County Supervisor of Elections,,Dade City,FL,techies@pascovotes.com
